prompt,chosen,rejected
"Once upon a time, Jane","Once upon a time, Jane and her friend Tom were walking in the park when they saw something very cute. But something was stirring and they both wanted to investigate. So they ran towards the sweet smell.

Soon, the sweet scent gave off a kind of magical light and","Once upon a time, Jane was walking in the park. She saw a big sign that said ""Be careful, children"". Jane was curious so she walked closer to the sign.

Suddenly, Jane heard a voice. It was a little girl. She said ""Hello Jane"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a big, loud noise coming from a nearby tree. She ran to the tree and saw a little bird perched on a branch.

""","Once upon a time, there was a little boy named Timmy. Timmy liked to play outside all day. One day, he saw a big, green tree with lots of leaves. 

""Look, Timmy, another tree!"" said the little boy. """
Once upon a time there,"Once upon a time there was a little girl called Sarah. Sarah wanted to learn how to make something for her mum. So when Sarah was very excited, she worked up her stamina. She slowly stirred and turned, then she carefully worked her small spoon into the mud. Then","Once upon a time there was a little girl named Lucy. She was three years old and loved to explore. One day, she went to the park with her mom.

When she arrived, the sun was shining and the sky was blue. Lucy saw a big tree"
Once upon a time there,"Once upon a time there was a little girl named Lily. She was only three years old and loved to explore new things. One day, while exploring, she picked up a penny that she found under a table. She thought it was so cool, so she picked up more","Once upon a time there was a little boy named Timmy. Timmy loved to play with his toys and explore the world around him. One day, Timmy went to the park to play with his friends. As he walked around, he saw a big, red truck"
"One day, a small boy","One day, a small boy named Tim found a toy cat inside his house. Tim was very excited to play with it, so he asked his mom, ""Mommy, can you help me play with your cat, please?"" 

His mom replied, ""Yes,","One day, a small boy named Tim went to the park with his mom. They saw a big slide and wanted to go on it. Tim said, ""Mom, I want to go on the slide!"" His mom said, ""OK, Tim, but be careful. The"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She had a pet cat named Mittens who loved to play. One day, Lily's mommy gave her a big box of yarn to make a hat for Mittens. Lily was so happy to have a new","Once upon a time, there was a big cat who wanted to explore his world. But one day he was troubled because he couldn't find a safe place to find his favorite toy. He stopped looking and decided to go back home. 

He went to explore the woods"
Once upon a time there,"Once upon a time there was a little boy named Tim. Tim was excited to go play with his toy football because he wanted to score an easy goal every season. 

Tim decided to start a game with his toy football right away and he worked hard to score many","Once upon a time there was a little boy called Tim. Tim was three years old and loved to explore. One day, Tim went to the park with his mommy and daddy.

Tim saw a big tree with a big branch. He wanted to climb the branch"
"Once upon a time, there","Once upon a time, there was a little boy named Timmy. Timmy loved to explore the world around him in his little toy truck. One day, he found a beautiful yellow sunflower that looked so pretty. He picked it up and held it. ""This is so","Once upon a time, there was a little girl named Lily. She loved to play outside in the garden. One day, she saw a big, red balloon in the sky. She wanted to try to touch it, so she ran to the balloon.

As she was"
There was a boy called,"There was a boy called Jack. He had a family in his garden. Jack loved to play with his toys and read the books he found.

One day, Jack's mom asked him to wash his face with soap in the sink. He asked why she asked and","There was a boy called Ben who was three years old. He was always very curious and wanted to explore the world.

One day, he decided to explore the world by himself. He wanted to find something special - something special that he could not find anywhere else."
"One sunny day, a pirate","One sunny day, a pirate named Jack found a shiny thing on the ground. He was so excited that he wanted to play with it! He picked up it and tried to make it shine. After a little while, it didn't work. Jack put it on his chest but","One sunny day, a pirate went for a walk in the forest. He saw a big tree and wanted to climb it. But he was scared. He had never climbed a tree before and he was not sure how to do it.

Suddenly, a friendly bear came to"
John ran quickly to the,"John ran quickly to the kitchen. As he entered the kitchen he saw his mum with a tray of bread and a basket of fruit. It was so big! He ran over to his mum and said to her ""Can I have the bread?"". 

His mum smiled","John ran quickly to the kitchen. He was so excited to find out what was in the fridge. He was going to make something yummy!

When he opened the fridge, he saw a big, juicy, juicy banana. He was so excited he wanted to eat"
Once there was an infant,"Once there was an infant named Timmy. Timmy loved to ride his bike with little white pedals all day long. He knew that his father would always help him in any way. One morning, Timmy's father noticed that there was a special present lying on the floor","Once there was an infant. He was very small and he was very curious. He wanted to know everything about the world. He wanted to explore it.

One day the infant was walking through a park. He saw a big tree and he thought it looked interesting."
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the grass and run around. One day, she saw a big rock that was very shiny and shiny. She wanted to touch it, so she ran over to it. But the rock","Once upon a time, there was a tiny penguin named Timby. Timby loved to swim in the water and listen to the waves crashing against the surface. One day, Timby met an octopus who was sad because he liked to swim too much.

Tim"
Ted was a lively little,"Ted was a lively little boy. He always tried very hard to get in the good mood. He always thought and acted like a big happy ball.

But one day, he saw his father in the garden. His father had grown a big orange fruit on a big","Ted was a lively little boy. He liked to run and play outside. One day, he saw a big, red truck driving by. He wanted to watch it, so he ran after it. The truck was very loud and had a big, red flag. Ted was"
Once upon a time there,"Once upon a time there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a big, green apple on the ground. She picked it up and smiled.

Suddenly, she heard a loud noise. It was her","Once upon a time there was a girl named Lisa. She loved to bake in her kitchen. One day, she looked at her oven and saw it wasn't quite ready. She thought it would take a long time to bake a special cake. 

So she decided"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play with her dolls and she would put them on her shelf. One day, Lily's mom said, ""Let's share the shelf."" So, they all took turns taking turns to sit and enjoy","Once upon a time, there was a little girl named Lily. One day, she went to the park with her mommy and daddy. They saw a big slide and wanted to try it. Lily was scared, but her mommy said, ""Don't be scared, Lily"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play with her toys and explore the world around her. One day, she went to the park with her mommy and daddy. As they walked, they saw a big tree with lots of colorful leaves","Once upon a time, there was a charming little girl. She was very special because she loved to dream and keep dreaming.

One night, while being alone in her room, she would see her friend playing with a big, shiny ball and dreaming of being a star."
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she saw a big, scary monster in the forest. She ran to her mom and said, ""Mommy, I want to go see","Once upon a time, there was a strong wind. The wind blow a little bit, but it always gave us good things.

One day the wind blew very hard! Then, a funny thing happened. It felt like someone was singing. It was a voice!
"
"Once upon a time, there","Once upon a time, there was a farmer named Fred who was tired of keeping the grass fresh. He wanted to find any new ways to keep it healthy so he could keep his family away from their hot, sick neighbors.

One day, Fred heard his neighbors talking about","Once upon a time, there was a girl named Lily. She loved to play with her toys and make pretty pictures. One day, she saw a big box in the living room. She wanted to open it, but it was locked.

Lily's mom told her"
Once upon a time there,Once upon a time there was a very curious little girl named Sarah. One day while playing in her favorite sandbox she found a big brown pebble. She picked it up and examined it closely with her little mind. It was really fun to examine it and see just what,"Once upon a time there was a little girl named Lily. She loved to play in the park and run around. One day, she saw a big tree and wanted to climb it. She ran and ran until she reached the top.

As she was climbing, she"
"One day, Ginger was playing","One day, Ginger was playing outside when she saw a very special thing. It was a big hole. The hole was very deep! It was perfect! Ginger thought it was very funny, so she wanted to see what. So, instead of just jumping in the hole, she","One day, Ginger was playing in the park. She saw a big tree with many leaves. She wanted to climb the tree, but it was too high. She thought for a moment and decided to go on the other side.

Ginger climbed the tree and soon she"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she saw a big, shiny rock in the park. She wanted to pick it up, but it was too heavy for her to carry.","Once upon a time, there was a little dog named Spot. Spot liked to nap, but he hated the cold morning when the sun was still up. 

One evening, Spot's owner was having dinner. His dog wagged his tail and barked happily, jumping"
Once there was a modest,"Once there was a modest little three year old boy named Peter. He loved to chew and chew even when it was cold outside. One day his mom said ""Peter, this smells wonderful!""

Peter was excited to try it and started chewing. When he bit into a","Once there was a modest little boy who loved to play. Every day he would go outside and play in the sunshine. One day, he found a big, shiny rock in the garden. He picked it up and showed it to his mom. 

""Look Mom"
The curtains were hanging cleanly,"The curtains were hanging cleanly in the room. It was a sunny day. Mommy and Daddy were outside playing. They were having fun and laughing.

But then, Mommy found a big, heavy box on the floor. She was worried. She tried to open","The curtains were hanging cleanly one night. They were so happy.

Anna gasped with joy as she watched the curtains hanging cleanly.
She said â€œLook at that curtain! â€ It is so cleanâ€. 

Ben"
Freddy the teddy was feeling,"Freddy the teddy was feeling anxious. He could not find his toy. He was all alone in the playground. He got very hungry.

He heard someone calling him into their house. 
 Freddy was so happy. He ran to ask the door, but it","Freddy the teddy was feeling very lonely. He wanted to play with his friends, but they were all busy playing. Freddy wanted to have fun, but he was too busy playing.

Suddenly, Freddy's mom came in and said, ""Freddy, it's time"
"One day, Mommy and Little","One day, Mommy and Little Tom were playing in the garden. They were planting seed and picking some tasty things. Suddenly, they noticed a strange, angry bird flying towards them. It seemed to want to save Mommy and Tom.

Mommy said â€�","One day, Mommy and Little Tommy were playing in the garden. They saw a big, yellow flower and wanted to pick it. Mommy said, ""Tommy, you have to be gentle and not touch the flower. It is not for eating.""

Tommy said"
Once upon a time there,"Once upon a time there was a little girl named Lily. She loved to play with her toys and explore the world around her. One day, she found a big, red ball inside her toy box. She was so excited to play with it.

But then,","Once upon a time there was a little boy. He was walking through a country and came face to face with what looked like a big bear. The bear was friendly and said hello.

The little boy wanted to introduce himself but was scared away by the bear's big"
"Once upon a time, there","Once upon a time, there was a boy and his friends. One day, his friend decided to fly into a big park. His friends were also looking forward to the day to enjoy the park, so they decided to be brave enough.

On the way to the park","Once upon a time, there was a little girl named Lily. She loved to draw pictures and draw pictures of her family. One day, she drew a picture of her mommy and daddy with flowers on their heads. Her mommy and daddy were so happy and they hugged her"
Once upon a time there,"Once upon a time there was a man who was very intelligent. He was always excited to visit the places he liked and learn new things. His family and friends were always very proud of him for his intelligentness and eager to play.

One day Mr. Lee came","Once upon a time there was a little girl named Lily. She was three years old and loved to explore. One day, she went to the park with her mommy and daddy. She saw a big, red balloon and asked her mommy if she could try it."
Tommy was playing in the,"Tommy was playing in the park when he saw a monkey jumping from branch to branch. He wanted to be close enough to catch it, but wasn't sure he could. He did not see a big swing that came closer and closer to the tree. The monkey jumped when the",Tommy was playing in the park. He saw a big tree with a big branch. He wanted to climb the branch and see what was under it. He ran to the branch and tried to pull it up. He felt a little bit scared. He thought it was too high
Once there was a little,"Once there was a little girl. She had a small family living in two homes. Every day the family gathered around the stove and enjoyed a delicious soup. The little girl loved to help with the cooking, so that she could help the family as well.

At times","Once there was a little girl named Lucy. She was three years old and loved to explore. One day, she found a big box in her room. She opened the box and saw a shiny metal. She was so excited! 

Lucy said, ""Wow"
Mia was playing outside in,"Mia was playing outside in the bright sunshine. She smiled when she saw a big, yellow bird. Mia jumped and hopped, eager for any movement she could make. Suddenly, a yellow bird flew past with a happy flapping tail.

Mia's arms twitched","Mia was playing outside in the sunshine. She saw a big, red ball bouncing and twirling in the air. It was so exciting! Mia wanted to play with it, but she was scared. She looked around and saw a big tree. She thought it would be fun"
Linda was walking in the,"Linda was walking in the park one day when she spotted a big, round, red ball. She wanted to touch it, so she ran towards it. But the ball was too high for her to reach. She was scared and started to cry.

Suddenly, her","Linda was walking in the park. She saw a fountain. It was green and white. She wanted to touch it.

She stepped closer to the fountain. The water was smooth. It flowed freely. She liked it.

She said, ""This fountain is"
Once there was a bird,"Once there was a bird who was deaf. He was trying to catch a fly, but he couldn't make it fly. He was feeling sad and his wings were flapping. Suddenly, something soft and fluffy happened to him! He flew closer and saw a beautiful feather!","Once there was a bird who was very happy. Every day he would fly high in the sky and sing. One day he saw a big, red bird and he wanted to get closer.

The bird flew around and around, but he couldn't get close enough."
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play in the park with her friends. One day, they saw a big, round ball in the park. Lily wanted to play with the ball, but her mom said no.

Lily","Once upon a time, there was a shy three-year-old girl called Jane. She did not know all the things in the shop until she saw a new pair of shoes available in the shop. She was so excited. ""Ya'll!"" she said. 
"
Once there was a mommy,"Once there was a mommy and a daddy. The mommy had a present from her grandma - a shiny red bow. 

""This is a very special bow,"" said the daddy.

""Wow,"" his mommy said with a laugh. ""You are","Once there was a mommy and a baby. The mommy was very happy because she was getting a new baby. The baby was very happy too.

The mommy and baby went to the park. The mommy was having fun, but the baby was also having"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the warm sunshine. One day, Lily saw a big tree and wanted to climb it. But, she quickly got scared because she didn't know where to put her feet.

","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, she saw a big, fluffy cloud in the sky. She wanted to catch it, so she asked her mommy to help her. 

"""
"Once upon a time, there","Once upon a time, there lived a little girl named Lily. She loved to play outside in the sunshine. One day, Lily saw a big, black dog coming towards her. She was scared because the dog was big and scary.

Lily didn't know what to","Once upon a time, there was a little girl named Lily. She loved to play in the garden with her friends. One day, they saw a big, red ball in the garden. Lily wanted to play with the ball, but her mom said it was too dangerous.
"
Once there was a panda,"Once there was a panda named Peeta. He had big green and white teeth that were very sharp. Every day he felt sad and he wanted to change. 

One day, Peeta woke up feeling so happy that he had a spark of hope. He went",Once there was a panda. He was very happy and wanted to play with his friends. He went to the park and saw a big panda. The panda was very big and had a big smile on his face. He wanted to be friends with the panda.
Once upon a time there,"Once upon a time there was a little girl named Lily. She had a special toy that she loved very much. It was a big red ball that she loved to throw. One day, Lily wanted to play with her ball, but her mom said it was time to go","Once upon a time there was a little girl named Amy. Amy was three years old and loved to play in her sandbox. She would spend hours playing and exploring the sandbox. One day, Amy saw a big box in her sandbox. She ran over to it and opened it"
Danny was in a hurry.,"Danny was in a hurry. He wanted to go and play a game with his friends. He grabbed his coat from his box and waved goodbye to his mum. He had a lot of fun. 

Tom and Ben were also in a hurry. They each had an empty","Danny was in a hurry. He wanted to go to the park today. He looked around but he couldn't find it. He went to his mom and said, ""Mom, I can't find the park today. Can you help me?""

His mom smiled and said"
Once upon a time there,"Once upon a time there was a little girl named Lily. She loved to play outside in the sunshine. One day she saw a big, scary dog. The dog was barking loudly and Lily wanted to run away. But the dog was too fast and Lily was scared.
","Once upon a time there was a little girl who was very brave so she decided to take a walk. As she continued walking, she noticed a small lake nearby. She wondered what it was and decided to take a chance. 

The girl stepped in and slowly put"
"Once upon a time, in","Once upon a time, in a small house, there lived a little girl named Lily. She loved to play outside and explore the world around her. One day, she found a big box in the attic. It was very heavy and she was scared. She wanted to open it","Once upon a time, in a big green garden, there was a little bird. The bird loved to soar high above the trees. One day, the bird saw a shiny thing in the sky. It was an orange feather. The bird thought it was pretty.

The"
Once upon a time there,"Once upon a time there were two friends called Bob and Jill. 
Bob and Jill were very excited today. 
They had been planning this day and knew exactly what day it would be. 
They gathered all the supplies and started packing their bag. 
","Once upon a time there was a little girl who was very excited. She was going to go swimming in the pool. She asked her mom if she could go in the pool. Her mom said yes and gave her a towel.

The little girl put on her swim"
Once upon a time there,"Once upon a time there was a little girl named Lily. She was three years old and very thoughtful. Her little brother was only three years old.

One day, Jack went out for a walk near his house. He wanted to explore something else when he saw the","Once upon a time there was a little girl who loved to play. Every day she would go outside and play with her friends. One day, she decided to go for a ride in a big car.

The car was very fast and the little girl was very happy"
Frank the frog was very,"Frank the frog was very tired. He slept on the ground with a warm, soft blanket. He stretched and squirmed.

""Hey, why is the sun not shining?"" Fred shouted.

Sam heard him and ran to him. ""Sunlight's important","Frank the frog was very happy. He had found a new home and was very happy. He jumped up and down and said, ""Hello! I'm happy to be here!""

Suddenly, a big, scary dog came running towards him. The dog barked,"
Once upon a time there,"Once upon a time there was a small boy called Jack. He needed help to build a house and put on some clothes. He asked his Dad for help, so Dad gave him some blue cord and some paint.

He used blue cord to make some rough shapes for","Once upon a time there was a little girl called Lucy. She was three years old and loved to explore. One day, she decided to go to the park. She had never been to the park before, but she was excited.

When she got to the park"
Once upon a time there,"Once upon a time there was a small bird named Ben. Ben was very stubborn and always tried to run away. He was so excited when he found a new friends to play with.

So he flew off over the hills, making loud noises with his beak.","Once upon a time there was a little girl. She was three years old and she was very excited.

The little girl was walking in the park one day when she saw a big truck. It was so big and it was moving very fast. She was scared but"
"Once upon a time, there","Once upon a time, there was a happy little girl who loved to run. She liked to run fast and chase flies. One day, she found an adorable frog in her yard! She tried as hard as she could to catch the frog, but she couldn't do it very","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, Lily's mommy told her to stay inside because it was going to rain. Lily didn't want to go outside, but she knew she had to listen"
Tim was feeling very nervous.,"Tim was feeling very nervous. He was feeling like he needed to rush in the store. He put on his shoes and hat, and ran down the long, empty floor.

""Shh,"" Tim said to himself. ""I will wait until I see something sweet.""","Tim was feeling very nervous. He was going to visit his grandma and grandpa. He was worried that he would get lost.

But he remembered that he had an emergency plan. He had an idea. He went to his mom and told her about his plan. His"
Benny was at the airport,"Benny was at the airport. It was getting late and he wanted to take his train home. But he had enough money. He knew his mum would buy him a ticket no matter what!

Benny rushed out the door and hugged Mom. So excited that she could","Benny was at the airport with his mom. They were going to see the world. Benny loved going to the airport. It was the best place to see the world.

At the airport, Benny saw a big plane. It was red and shiny. He wanted to"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, she was playing in the garden when she saw a big, ugly spider. It was so big and scary that Lily wanted to run away.

But","Once upon a time, there was a small boy named Max. Max loved to swim in the ocean. He had a big pool that he swam in all the time. One day, Max saw a big shark coming towards his pool.

""What is that shark doing"
John was out at the,"John was out at the park today and loved the afternoon sunshine getting sunned on his arms and legs as John rolled around on his blanket in the sunshine. 

John got to his feet right away with an 'aha!' and started running around as if he was going","John was out at the beach with his family. He was so excited to see what was going on. He saw a big wave and wanted to get on it. 

John looked around, but he couldn't find the right spot. Suddenly, he saw a big"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun. One day, she saw a big, scary dog. The dog had sharp teeth and a loud bark.

Lily's mommy told her to stay away from","Once upon a time, there was a little girl named Lily. She loved playing hide and seek with her friends. One day, they decided to go to the park. Tom and his friends started to play near the pond and they laughed a lot. They thought the pond was so"
Once upon a time there,"Once upon a time there was a lazy girl named Lucy. 
This girl loved to look at animals who lived far away from her. 
One day, she decided to visit a wild jungle where she saw many big and beautiful animals.
 
As she looked","Once upon a time there was a little girl named Lily. She loved to play outside in the sunshine. One day, she found a big, red ball. She wanted to play with it, so she took it home.

But when she got home, Lily's"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she saw a big pile of trash in the park. She wanted to get rid of it, but she didn't know how.

","Once upon a time, there was a little girl named Mia. Mia was hungry, so she went to the store to buy ingredients. When she got home, she showed her mom the ingredients. Her mom thought her hungry and asked her to sit down.

Mia sat"
The sun shone brightly in,"The sun shone brightly in that sunny afternoon. Jack and Tom were walking in the park as the sun began to shine down. Tom said he wanted to explore the zoo. Jack said yes, that would be great!
The two boys followed the big slide down, laughing as","The sun shone brightly in the sky as a little bird flew in the sky. The bird was so small and peaceful, it looked like it was flying on a dream.

Then, something strange happened. The bird started to fly faster and faster. It flew so fast"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine. One day, she went to the park and saw a big slide. She wanted to try it, but it was too high for her. 

Suddenly, she","Once upon a time, there was a little boy named Timmy. Timmy loved to look at the stars near the sun. One day, he saw a very shiny diamond on the ground. He was so happy! 

As Timmy was playing near the sun,"
Fred was a robot who,"Fred was a robot who lived in a small robot factory in a tall building. But now Bruce liked to have fun in the big hall outside his building, where the whole world came to see him.

His big brother, Tim, liked to keep a low profile in","Fred was a robot who liked to play with his friends. He had many toys, like cars, blocks and blocks with wheels. He liked to pretend he was a pilot, a truck driver, a soldier or a robot.

One day, Fred saw a big box"
Once upon a time there,"Once upon a time there was a girl called Molly. She was three years old and just started to learn.

One day she noticed something special in her room. It was a beautiful painting of a bird! Molly was so scared of seeing the painting. She tried to","Once upon a time there was a little girl named Lily. She loved to play outside and explore. One day, she saw a big, green tree with a big, red flower. She wanted to touch the flower, so she ran to it.

When she got"
Mia was building lots of,"Mia was building lots of decorations for her birthday. She liked the soft flowers, the shiny rocks and the big, colorful balloons. After a few days, she saw a big, pink cube on a big wall. What was inside? She ran to grab it. 
","Mia was building lots of things for her family. She wanted to make a big cake for her mom. Mia wanted to make a big cake for her grandma. Mia had lots of ideas.

Mia decided to use a big, round cake pan. She put a"
Once upon a time there,"Once upon a time there lived a clever owl. There was a tall tree, and inside the tree were some big, bright bugs. One day, the owl saw a big bird that he had never seen before, until then unknown to him. 

At first,","Once upon a time there was a little girl. She was very excited to go for a walk. As she walked, she saw a big tree. She wanted to climb it, so she ran to the top. 

When she reached the top, she saw a"
Tiny Tom was walking in,"Tiny Tom was walking in a park when he saw a big box full of boxes. He walked to the side and stepped under it. Inside the boxes came candy, socks and lollipops - everything he had ever wanted. Tom smiled at the amazing surprise! He kept","Tiny Tom was walking in the park. He saw a big tree and wanted to climb it. He saw a man with a red hat and a red shirt. The man said, ""You can climb the tree, but be careful. It is very tall.""

Tom"
"One day, a fox was","One day, a fox was playing with his friends. He was running and smiling, when he accidentally stepped into a big tree. His friends looked terrified, so he quickly ran away leaving them alone.

He made it to the safe side of a big hill. Suddenly,","One day, a fox was walking through the woods. He saw a big tree and decided to climb it. He was so excited! He started to climb and he was so fast! He soon reached the top and looked down. He was so happy! The fox was so proud"
Once upon a time there,"Once upon a time there lived a little girl named Sue. Sue wanted to wear a bracelet every day, so whenever she left her house it would give her a reward.

One day, Sue got out of bed to go to The Market. She walked up to the","Once upon a time there was a little girl called Lucy. She was three years old and loved to explore the world. One day she decided to go on an adventure.

She went to a big park with lots of trees and flowers. Lucy was so excited to explore"
"One day, John was playing","One day, John was playing in the park with his friends. They were getting more excited from playing. He was having so much fun that he forgot to sing his happy tune.

John thought he would ask someone, but then he remembered he was being naughty. He started","One day, John was playing with his toys. He was having so much fun that he forgot to take his shoes off. He looked around and saw a shiny shoe on the ground. He picked it up and put it on his foot. He was so happy! 

"
"Once upon a time, there","Once upon a time, there was a small boy called Charlie. He loved playing outside in nature. One day, Charlie found a big rock. The rock was perfect for him.

The boy grabbed it and started to push. But he couldn't reach it. To his","Once upon a time, there was a little girl named Lily. She loved to play outside in the sun and look up at the sky. One day, she saw a big, green cloud in the sky. It was so big and green that she didn't know what it was"
Once upon a time there,"Once upon a time there was a big boy named Timmy. One day Timmy wanted to go climb some rocks. He went to get a flag and tried climbing up one by one. But when he got to the top of one, his arm was broken so he couldn","Once upon a time there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a big red bird with a long tail. 

Lily asked the bird, ""Why do you have a long tail?"" The bird"
"Once upon a time, there","Once upon a time, there was a girl named Sue. Sue loved to play in the mud. One day, Sue's mommy made her a big bowl of mud for their tea party. Sue was very happy and gave her a little glass of water.

After tea","Once upon a time, there was a little girl named Lily. She loved to play with her toys and eat cake. One day, she went to the park to play with her friends. She saw a big truck and wanted to ride in it. But the truck was too heavy"
Once upon a time there,"Once upon a time there was a family who wanted to make more. One day their youngest daughter suggested this idea. They discussed and discussed until finally they thought it would be a good plan. The family tried everything. Then, they agreed to meet at the store and the daughter","Once upon a time there was a little boy called Tom. Tom loved to play in the garden, especially when it was sunny. One day, Tom found a huge, juicy apple. He wanted to eat it, but he was too small.

Tom's mum saw"
Once upon a time there,Once upon a time there was a boy who wanted to go on an adventure. He packed his bags and started to hop around the small town. As he was walking he noticed a little girl walking towards him. She said she was so brave and couldn't wait to explore.,"Once upon a time there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she found a shiny coin in the park. It was so shiny and round, she couldn't believe it was real! 

L"
Mommy and Jimmy were walking,"Mommy and Jimmy were walking down the street. They came to a big building where there were many people. They saw lots of cars, people, and houses. Jimmy was curious how a building like that could be built. He asked his mommy what it was.

","Mommy and Jimmy were walking in the park when they saw a big hole. Dad said, ""Let's go in and see what's inside!""

Jimmy said, ""OK, Dad. Let's go!""

They walked through the hole and soon they came to"
Once upon a time there,"Once upon a time there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she found a big, ancient tree that looked very interesting. She wanted to take a closer look, so she climbed up the trunk and looked","Once upon a time there was a bear. The bear had a shiny black tail which made it difficult for a bunny to see where he was. 
Suddenly, a butterfly flew in and asked, â€œCan you lift my tail?â€ 
"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she found a big, shiny rock in the park. She picked it up and ran to show her mommy.

""Look,","Once upon a time, there was a little boy named Tim. Tim loved dinosaurs, especially the big ones. One day, his little brother Sam saw his dinosaur and felt envious. He said, ""Me too! Look at that dinosaur!""

Later that day, Tim"
"One day, Timmy was playing","One day, Timmy was playing outside. He saw a bright, shiny car in his backyard. Timmy wanted to try it, so he ran and jumped on a swing. He was happy right away when the car made a sound. Timmy jumped down and started to admire the","One day, Timmy was playing outside. He saw a big dog. The dog was barking and running around. Timmy wanted to pet the dog, but he was scared.

Timmy's mom saw him and said, ""Don't be afraid, Timmy. The"
Once upon a time there,"Once upon a time there was a little girl named Mary who felt lonely. She watched the trees close in for her and hoped to find something special to cheer her up.

The sun shone brightly and Mary noticed a strange creature close by. As Mary approached it revealed itself","Once upon a time there was a little girl named Lily. She loved to play outside and explore the world around her. One day, she found a big, round rock in the park. It was so big that it made her giggle.

Lily decided to"
Andy and his mom were,"Andy and his mom were walking up the stairs when they heard a loud noise coming from behind a bush. It was the noise from the gate!

Timmy and Amy ran out of the house and opened the gate to see what was happening. It had been closed but","Andy and his mom were at the store. They wanted to buy some candy. They looked around and saw many candy bars. They liked the colors and the shapes.

""Look, mom, these candy bars are so pretty!"" Andy said.

""Yes,"
Once upon a time there,"Once upon a time there was a little girl who was very hungry. Every now and then she would go outside, search for something to nibble on. One day, she found an apple lying on the ground. She nibbled it, then her face lit up! ","Once upon a time there was a little girl named Lily. She loved to play outside in the park. One day, she found a shiny rock and decided to pick it up. She was very excited and wanted to show it to her mommy.

Lily's"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play with her toys and eat snacks. One day, Lily's mommy told her they were going to visit grandma. Lily was so excited because she wanted to see grandma.

When they got","Once upon a time, there was a little boy named Timmy. Timmy loved horses and had one every day. One day, his mommy told him they had to buy a new horse for him to ride. Timmy was very sad because his horse had been in too"
Once there was a little,"Once there was a little girl called Sally. She was only three years old and loved spending time with her family.

One day, Sally wanted to go to the park and it didn't feel safe yet! On the way they came across some dangerous things like rocks and","Once there was a little girl named Lily. She loved to play in the garden and pick flowers. One day, Lily saw a big, green flower and wanted to pick it. She tried to pick it, but it was too small. 

Lily's mom"
Once upon a time there,"Once upon a time there was a little girl named Molly. She wanted a pretty present so she went to get one from the store. When she arrived, she was so delighted!

Inside the box there was a beautiful necklace. Molly loved it so much! She took","Once upon a time there was a little girl who wanted to go on a trip. She asked her mom for permission, so they went to their house.

When they arrived, they saw lots of big trees. The little girl was so excited, she asked her mom"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play outside in the sunshine. One day, she saw a big, red ball on the ground. She wanted to play with it, but it was too heavy for her to carry.

L","Once upon a time, there was a big forest. In the forest, there lived a big bear. One day, the bear decided to go find a way to save himself. In the forest, there was a big tree with many leaves.

The bear climbed up the"
Molly was a 3 year,"Molly was a 3 year old girl who loved to play outside. One day, she was playing in the park when she heard a loud noise. She looked up and saw her friend, Sam. They both looked scared and Molly felt sorry for them.

Sam said,","Molly was a 3 year old little girl who lived with her mommy and her dad in a big house. Molly was very excited to go on the big drive to the park. She wanted to go for a walk and then play, but her dad didn't like that she"
Once upon a time there,"Once upon a time there were two friends, Joe and Tim. Joe wanted to test the truck he was building. Tim was too scared to try but Joe helped him. They went fast across the street and started working. The truck was so strong he could push it.
","Once upon a time there was a little boy called Jack. He was three years old and loved to play.

One day Jack went to the park and saw a big, red ball. He was so excited! He ran to the ball and started jumping up and down"
"Once upon a time, there","Once upon a time, there was a little girl named Lily. She loved to play with her toy cars and trucks. One day, Lily's mom gave her a big box of toys to play with. Lily was so happy and excited to play with her new toys.

","Once upon a time, there was a little girl named Lily. Lily was very playful and loved to play outside. One day, her friend, Timmy, came over to play. 

Timmy said, ""Can we play with you today?"" Lily replied, """
